OrderID,Product,Category,Brand,Platform,City,Price,Quantity,TotalAmount,Rating,Reviews,OrderDate
ORD403575,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Cairo,8078.06,3,24234.18,2.69,2117,2024-10-23
ORD403602,Samsung Galaxy A14,Electronics,Samsung,Souq,Kuwait City,13817.88,1,13817.88,1.29,679,2024-10-23
ORD403970,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Marrakech,15922.38,3,47767.14,3.41,4628,2024-10-23
ORD404511,Bluetooth Headset,Accessories,JBL,Amazon,Cairo,3938.04,5,19690.2,2.23,640,2024-10-23
ORD405488,Bluetooth Headset,Accessories,JBL,Amazon,Giza,14661.32,4,58645.28,4.2,4422,2024-10-23
ORD405573,Dell Inspiron 3501,Computers,Dell,Jumia,Dubai,5276.87,1,5276.87,1.29,1104,2024-10-23
ORD405801,HP Pavilion Laptop,Computers,HP,Amazon,Jeddah,13678.14,5,68390.7,2.46,757,2024-10-23
ORD405810,T-shirt Cotton,Fashion,Generic,Souq,Marrakech,14496.65,4,57986.6,2.51,417,2024-10-23
ORD405921,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Kuwait City,6790.89,5,33954.45,2.52,3887,2024-10-23
ORD406021,Maybelline Mascara,Beauty,Maybelline,Amazon,Riyadh,120.0,3,360.0,1.62,1619,2024-10-23
ORD406077,Adidas Running Shoes,Fashion,Adidas,Amazon,Casablanca,2038.39,1,2038.39,2.68,4395,2024-10-23
ORD406314,Samsung Galaxy A14,Electronics,Samsung,Souq,Giza,11845.66,1,11845.66,2.23,703,2024-10-23
ORD407742,Bluetooth Headset,Accessories,JBL,Souq,Doha,4412.97,2,8825.94,4.29,2042,2024-10-23
ORD407810,Philips Air Fryer XL,Home & Kitchen,Philips,Souq,Alexandria,7400.35,5,37001.75,3.72,1620,2024-10-23
ORD407812,Adidas Running Shoes,Fashion,Adidas,Amazon,Marrakech,8990.16,4,35960.64,2.8,2376,2024-10-23
ORD407940,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Riyadh,673.81,1,673.81,3.02,1240,2024-10-23
ORD408045,Wilson Tennis Racket,Sports,Wilson,Souq,Giza,2842.18,2,5684.36,3.18,2357,2024-10-23
ORD408086,Wilson Tennis Racket,Sports,Wilson,Amazon,Riyadh,3302.3,2,6604.6,3.47,556,2024-10-23
ORD408126,Samsung Galaxy A14,Electronics,Samsung,Souq,Dubai,6314.37,4,25257.48,2.26,134,2024-10-23
ORD408281,Bluetooth Headset,Accessories,JBL,Amazon,Alexandria,13946.59,3,41839.77,3.64,4854,2024-10-23
ORD408302,Maybelline Mascara,Beauty,Maybelline,Jumia,Alexandria,289.88,3,869.64,3.21,1129,2024-10-23
ORD409179,Smartwatch FitPro,Wearables,FitPro,Souq,Marrakech,14179.08,4,56716.32,2.04,2962,2024-10-23
ORD409709,IKEA Table Lamp,Home & Kitchen,IKEA,Jumia,Alexandria,464.26,1,464.26,1.8,2504,2024-10-23
ORD409804,Tefal Cookware Set 10pcs,Home & Kitchen,Tefal,Jumia,Kuwait City,2989.35,2,5978.7,3.25,2574,2024-10-23
ORD410226,Decathlon Yoga Mat,Sports,Decathlon,Souq,Dubai,200.2,2,400.4,4.74,2113,2024-10-23
ORD411200,iPhone 13,Electronics,Apple,Amazon,Cairo,10640.79,4,42563.16,3.29,2506,2024-10-23
ORD411521,Maybelline Mascara,Beauty,Maybelline,Jumia,Abu Dhabi,500.18,2,1000.36,4.02,5000,2024-10-23
ORD401028,Adidas Football,Sports,Adidas,Jumia,Dubai,652.97,4,2611.88,2.13,1008,2024-10-24
ORD401559,iPhone 13,Electronics,Apple,Souq,Giza,14731.57,1,14731.57,2.11,4465,2024-10-24
ORD402418,Tefal Cookware Set 10pcs,Home & Kitchen,Tefal,Souq,Kuwait City,3516.76,3,10550.28,3.52,586,2024-10-24
ORD405161,HP Pavilion Laptop,Computers,HP,Souq,Marrakech,155.13,4,620.52,4.06,2463,2024-10-24
ORD405339,Dell Inspiron 3501,Computers,Dell,Amazon,Dubai,15371.58,4,61486.32,1.32,3839,2024-10-24
ORD405676,iPhone 13,Electronics,Apple,Souq,Cairo,2565.98,4,10263.92,2.64,4277,2024-10-24
ORD407156,Bluetooth Headset,Accessories,JBL,Souq,Alexandria,15669.01,5,78345.05,1.18,3015,2024-10-24
ORD407179,Nike Air Max,Fashion,Nike,Souq,Giza,6368.6,4,25474.4,3.46,4051,2024-10-24
ORD408335,Maybelline Mascara,Beauty,Maybelline,Amazon,Riyadh,614.26,3,1842.78,3.33,4548,2024-10-24
ORD408478,Adidas Football,Sports,Adidas,Amazon,Alexandria,497.78,1,497.78,2.23,549,2024-10-24
ORD408733,HP Pavilion Laptop,Computers,HP,Jumia,Casablanca,9010.69,1,9010.69,3.78,3761,2024-10-24
ORD408904,Wilson Tennis Racket,Sports,Wilson,Amazon,Jeddah,2903.67,5,14518.35,4.42,2435,2024-10-24
ORD409097,Maybelline Mascara,Beauty,Maybelline,Souq,Riyadh,464.7,1,464.7,2.52,436,2024-10-24
ORD410161,Dell Inspiron 3501,Computers,Dell,Souq,Riyadh,1459.6,2,2919.2,3.83,3521,2024-10-24
ORD410339,Wilson Tennis Racket,Sports,Wilson,Jumia,Dubai,2067.26,4,8269.04,3.43,3284,2024-10-24
ORD410762,Xiaomi Redmi Note 12,Electronics,Xiaomi,Amazon,Marrakech,6477.42,3,19432.26,1.0,1241,2024-10-24
ORD410904,IKEA Table Lamp,Home & Kitchen,IKEA,Souq,Riyadh,948.83,4,3795.32,3.75,423,2024-10-24
ORD410907,Adidas Football,Sports,Adidas,Jumia,Riyadh,745.12,1,745.12,2.59,405,2024-10-24
ORD410917,IKEA Table Lamp,Home & Kitchen,IKEA,Souq,Riyadh,985.08,2,1970.16,2.53,3524,2024-10-24
ORD401328,Dell Inspiron 3501,Computers,Dell,Souq,Cairo,8187.77,3,24563.31,2.27,2885,2024-10-25
ORD401724,T-shirt Cotton,Fashion,Generic,Amazon,Abu Dhabi,5492.52,5,27462.6,1.7,3853,2024-10-25
ORD401921,Adidas Running Shoes,Fashion,Adidas,Amazon,Casablanca,5942.1,3,17826.3,3.74,2834,2024-10-25
ORD402274,Adidas Running Shoes,Fashion,Adidas,Amazon,Casablanca,16288.4,4,65153.6,4.14,1052,2024-10-25
ORD402400,Nike Training Gloves,Sports,Nike,Jumia,Dubai,426.41,4,1705.64,3.54,960,2024-10-25
ORD402563,Adidas Running Shoes,Fashion,Adidas,Souq,Abu Dhabi,18263.79,5,91318.95,2.07,3144,2024-10-25
ORD402590,HP Pavilion Laptop,Computers,HP,Souq,Giza,8143.68,2,16287.36,1.66,2498,2024-10-25
ORD402665,Nike Air Max,Fashion,Nike,Jumia,Casablanca,730.55,2,1461.1,2.56,3750,2024-10-25
ORD403342,The Ordinary Serum 30ml,Beauty,The Ordinary,Jumia,Jeddah,862.87,4,3451.48,3.06,2860,2024-10-25
ORD404080,IKEA Table Lamp,Home & Kitchen,IKEA,Amazon,Dubai,607.94,1,607.94,3.59,1134,2024-10-25
ORD404130,Dell Inspiron 3501,Computers,Dell,Jumia,Alexandria,5307.11,2,10614.22,1.49,140,2024-10-25
ORD404133,Dell Inspiron 3501,Computers,Dell,Jumia,Abu Dhabi,1466.32,4,5865.28,3.4,2464,2024-10-25
ORD404253,Maybelline Mascara,Beauty,Maybelline,Souq,Dubai,508.52,3,1525.56,3.15,4292,2024-10-25
ORD404521,Dell Inspiron 3501,Computers,Dell,Amazon,Jeddah,18935.37,4,75741.48,3.93,1230,2024-10-25
ORD404587,The Ordinary Serum 30ml,Beauty,The Ordinary,Jumia,Marrakech,545.03,2,1090.06,3.24,774,2024-10-25
ORD404591,The Ordinary Serum 30ml,Beauty,The Ordinary,Souq,Dubai,622.63,3,1867.89,3.02,2839,2024-10-25
ORD404794,Bluetooth Headset,Accessories,JBL,Jumia,Dubai,11969.64,3,35908.92,1.53,2995,2024-10-25
ORD404941,T-shirt Cotton,Fashion,Generic,Jumia,Dubai,9337.96,3,28013.88,4.7,1326,2024-10-25
ORD405216,T-shirt Cotton,Fashion,Generic,Amazon,Jeddah,16280.14,4,65120.56,3.2,3162,2024-10-25
ORD405235,iPhone 13,Electronics,Apple,Jumia,Giza,922.66,1,922.66,1.1,1791,2024-10-25
ORD405789,Nike Air Max,Fashion,Nike,Amazon,Alexandria,19304.67,3,57914.01,3.82,2474,2024-10-25
ORD406206,Bluetooth Headset,Accessories,JBL,Jumia,Kuwait City,3376.05,4,13504.2,4.61,1707,2024-10-25
ORD407268,Samsung Galaxy A14,Electronics,Samsung,Jumia,Abu Dhabi,14293.42,5,71467.1,4.28,3359,2024-10-25
ORD407698,Adidas Running Shoes,Fashion,Adidas,Jumia,Abu Dhabi,14812.67,4,59250.68,2.43,4410,2024-10-25
ORD407755,T-shirt Cotton,Fashion,Generic,Amazon,Casablanca,10750.17,4,43000.68,3.03,219,2024-10-25
ORD407782,Dyson V8 Vacuum Cleaner,Home & Kitchen,Dyson,Souq,Marrakech,10012.7,4,40050.8,3.1,2473,2024-10-25
ORD407913,T-shirt Cotton,Fashion,Generic,Souq,Doha,262.57,5,1312.85,3.76,3427,2024-10-25
ORD408273,T-shirt Cotton,Fashion,Generic,Amazon,Alexandria,497.28,2,994.56,2.65,2076,2024-10-25
ORD408316,Nike Air Max,Fashion,Nike,Amazon,Abu Dhabi,13236.34,1,13236.34,1.95,279,2024-10-25
ORD408491,Philips Air Fryer XL,Home & Kitchen,Philips,Jumia,Dubai,8255.24,1,8255.24,2.91,1390,2024-10-25
ORD409330,Bluetooth Headset,Accessories,JBL,Jumia,Abu Dhabi,15443.23,4,61772.92,1.91,784,2024-10-25
ORD409344,HP Pavilion Laptop,Computers,HP,Souq,Abu Dhabi,16593.16,1,16593.16,2.9,1453,2024-10-25
ORD410142,L'Oréal Shampoo 400ml,Beauty,L'Oréal,Jumia,Marrakech,614.77,4,2459.08,2.34,1518,2024-10-25
ORD410478,Bluetooth Headset,Accessories,JBL,Jumia,Kuwait City,17173.94,3,51521.82,2.71,5000,2024-10-25
ORD410754,Adidas Football,Sports,Adidas,Amazon,Casablanca,680.52,5,3402.6,3.67,924,2024-10-25
ORD411544,Nike Air Max,Fashion,Nike,Amazon,Abu Dhabi,7575.32,5,37876.6,3.16,1304,2024-10-25
ORD411563,Bluetooth Headset,Accessories,JBL,Jumia,Cairo,10769.48,2,21538.96,4.55,299,2024-10-25
ORD411618,Nike Air Max,Fashion,Nike,Jumia,Casablanca,12657.93,3,37973.79,3.68,3755,2024-10-25
ORD400284,HP Pavilion Laptop,Computers,HP,Jumia,Riyadh,3214.88,1,3214.88,1.41,2487,2024-10-26
ORD400848,iPhone 13,Electronics,Apple,Amazon,Abu Dhabi,11389.67,4,45558.68,2.35,1685,2024-10-26
ORD401022,Dell Inspiron 3501,Computers,Dell,Amazon,Marrakech,15500.27,3,46500.81,1.16,2803,2024-10-26
ORD401047,T-shirt Cotton,Fashion,Generic,Amazon,Cairo,11358.85,1,11358.85,3.68,4857,2024-10-26
ORD401356,T-shirt Cotton,Fashion,Generic,Jumia,Dubai,169.56,2,339.12,4.9,3677,2024-10-26
ORD401388,Xiaomi Redmi Note 12,Electronics,Xiaomi,Amazon,Riyadh,17591.52,3,52774.56,1.42,1550,2024-10-26
ORD402315,Adidas Running Shoes,Fashion,Adidas,Souq,Giza,15314.29,5,76571.45,4.99,2576,2024-10-26
ORD403256,Dell Inspiron 3501,Computers,Dell,Amazon,Doha,5746.76,5,28733.8,3.37,853,2024-10-26
ORD404361,Bluetooth Headset,Accessories,JBL,Amazon,Marrakech,16213.68,3,48641.04,2.6,2805,2024-10-26
ORD405105,iPhone 13,Electronics,Apple,Amazon,Riyadh,2170.57,3,6511.71,1.74,1428,2024-10-26
ORD405181,Dell Inspiron 3501,Computers,Dell,Jumia,Giza,9626.98,4,38507.92,3.9,1877,2024-10-26
ORD405491,Xiaomi Redmi Note 12,Electronics,Xiaomi,Jumia,Kuwait City,6980.1,1,6980.1,1.5,988,2024-10-26
ORD405787,iPhone 13,Electronics,Apple,Jumia,Dubai,10890.7,1,10890.7,4.72,372,2024-10-26
ORD406438,Dyson V8 Vacuum Cleaner,Home & Kitchen,Dyson,Amazon,Casablanca,11748.11,4,46992.44,3.98,3523,2024-10-26
ORD407401,Adidas Running Shoes,Fashion,Adidas,Jumia,Riyadh,2596.87,2,5193.74,1.86,3421,2024-10-26
ORD408775,HP Pavilion Laptop,Computers,HP,Souq,Riyadh,2514.43,4,10057.72,1.81,1090,2024-10-26
ORD409253,L'Oréal Shampoo 400ml,Beauty,L'Oréal,Souq,Casablanca,576.81,2,1153.62,2.59,2002,2024-10-26
ORD410201,Nivea Face Cream 50ml,Beauty,Nivea,Amazon,Jeddah,444.9,1,444.9,2.5,1910,2024-10-26
ORD410272,Decathlon Yoga Mat,Sports,Decathlon,Amazon,Cairo,404.91,1,404.91,1.0,1360,2024-10-26
ORD410413,Adidas Running Shoes,Fashion,Adidas,Jumia,Riyadh,9488.58,4,37954.32,3.68,484,2024-10-26
ORD411067,Adidas Football,Sports,Adidas,Souq,Marrakech,529.12,1,529.12,4.67,923,2024-10-26
ORD411082,Philips Air Fryer XL,Home & Kitchen,Philips,Jumia,Alexandria,7995.45,5,39977.25,1.0,3524,2024-10-26
ORD411203,Decathlon Yoga Mat,Sports,Decathlon,Jumia,Dubai,308.3,1,308.3,1.82,1568,2024-10-26
ORD411234,Tefal Cookware Set 10pcs,Home & Kitchen,Tefal,Jumia,Abu Dhabi,4069.91,2,8139.82,2.98,2364,2024-10-26
ORD411938,L'Oréal Shampoo 400ml,Beauty,L'Oréal,Jumia,Riyadh,433.87,2,867.74,2.99,2488,2024-10-26
ORD400162,Smartwatch FitPro,Wearables,FitPro,Jumia,Abu Dhabi,3815.32,3,11445.96,3.34,1954,2024-10-27
ORD400435,Nike Air Max,Fashion,Nike,Souq,Alexandria,2307.45,4,9229.8,1.3,4810,2024-10-27
ORD400470,Bluetooth Headset,Accessories,JBL,Souq,Giza,2431.37,1,2431.37,2.69,547,2024-10-27
ORD400631,Xiaomi Redmi Note 12,Electronics,Xiaomi,Amazon,Dubai,9180.8,2,18361.6,2.93,3113,2024-10-27
ORD401167,T-shirt Cotton,Fashion,Generic,Souq,Casablanca,10843.28,4,43373.12,3.51,3935,2024-10-27
ORD401915,Nike Air Max,Fashion,Nike,Souq,Alexandria,8606.03,4,34424.12,1.23,2764,2024-10-27
ORD402580,Smartwatch FitPro,Wearables,FitPro,Souq,Doha,14290.5,1,14290.5,3.21,453,2024-10-27
ORD402830,Dell Inspiron 3501,Computers,Dell,Amazon,Doha,13891.23,3,41673.69,2.52,2030,2024-10-27
ORD403441,HP Pavilion Laptop,Computers,HP,Souq,Kuwait City,1273.4,1,1273.4,3.22,1486,2024-10-27
ORD403705,Tefal Cookware Set 10pcs,Home & Kitchen,Tefal,Amazon,Cairo,2650.47,3,7951.41,3.65,308,2024-10-27
ORD404262,Bluetooth Headset,Accessories,JBL,Amazon,Jeddah,12030.46,4,48121.84,2.76,694,2024-10-27
ORD404405,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Giza,5879.14,5,29395.7,4.04,1926,2024-10-27
ORD404478,HP Pavilion Laptop,Computers,HP,Amazon,Giza,4703.72,3,14111.16,4.32,3327,2024-10-27
ORD405381,Decathlon Yoga Mat,Sports,Decathlon,Amazon,Alexandria,112.06,4,448.24,4.26,895,2024-10-27
ORD405428,Nike Air Max,Fashion,Nike,Amazon,Casablanca,8807.57,2,17615.14,1.45,4699,2024-10-27
ORD405468,Smartwatch FitPro,Wearables,FitPro,Amazon,Casablanca,13503.01,1,13503.01,2.84,4085,2024-10-27
ORD406834,T-shirt Cotton,Fashion,Generic,Souq,Giza,14271.34,5,71356.7,2.98,2320,2024-10-27
ORD407046,Adidas Running Shoes,Fashion,Adidas,Amazon,Giza,13647.75,3,40943.25,1.73,1508,2024-10-27
ORD407343,iPhone 13,Electronics,Apple,Jumia,Doha,5857.06,3,17571.18,2.51,1672,2024-10-27
ORD407567,Nike Air Max,Fashion,Nike,Souq,Jeddah,579.67,3,1739.01,3.31,502,2024-10-27
ORD407912,Bluetooth Headset,Accessories,JBL,Amazon,Cairo,18479.71,3,55439.13,3.77,3543,2024-10-27
ORD408948,Nike Air Max,Fashion,Nike,Jumia,Casablanca,17491.57,5,87457.85,1.67,2757,2024-10-27
ORD408962,Dell Inspiron 3501,Computers,Dell,Souq,Cairo,2286.13,3,6858.39,3.19,3223,2024-10-27
ORD409132,iPhone 13,Electronics,Apple,Souq,Dubai,11260.21,1,11260.21,1.63,3523,2024-10-27
ORD409139,Xiaomi Redmi Note 12,Electronics,Xiaomi,Amazon,Jeddah,13214.92,3,39644.76,2.39,3943,2024-10-27
ORD409261,T-shirt Cotton,Fashion,Generic,Amazon,Casablanca,17216.38,2,34432.76,3.55,4546,2024-10-27
ORD411157,Bluetooth Headset,Accessories,JBL,Amazon,Doha,8970.8,4,35883.2,3.42,424,2024-10-27
ORD411712,Tefal Cookware Set 10pcs,Home & Kitchen,Tefal,Souq,Abu Dhabi,3222.49,2,6444.98,3.81,1724,2024-10-27
ORD411790,Adidas Football,Sports,Adidas,Amazon,Alexandria,395.41,1,395.41,2.29,3972,2024-10-27
ORD400101,Adidas Running Shoes,Fashion,Adidas,Souq,Cairo,12553.72,5,62768.6,4.03,3718,2024-10-28
ORD402781,Nike Air Max,Fashion,Nike,Souq,Kuwait City,10945.92,1,10945.92,1.21,1204,2024-10-28
ORD403001,T-shirt Cotton,Fashion,Generic,Jumia,Cairo,11919.9,2,23839.8,2.8,886,2024-10-28
ORD403029,Samsung Galaxy A14,Electronics,Samsung,Amazon,Dubai,432.22,4,1728.88,2.94,4247,2024-10-28
ORD403099,Samsung Galaxy A14,Electronics,Samsung,Amazon,Alexandria,1814.88,4,7259.52,3.82,1745,2024-10-28
ORD403448,Smartwatch FitPro,Wearables,FitPro,Souq,Abu Dhabi,6527.74,5,32638.7,3.48,1651,2024-10-28
ORD403601,Decathlon Yoga Mat,Sports,Decathlon,Amazon,Abu Dhabi,264.48,3,793.44,3.2,2218,2024-10-28
ORD403683,Bluetooth Headset,Accessories,JBL,Amazon,Casablanca,14957.88,5,74789.4,3.39,4572,2024-10-28
ORD403955,Tefal Cookware Set 10pcs,Home & Kitchen,Tefal,Souq,Giza,3017.1,5,15085.5,2.78,2739,2024-10-28
ORD404018,Smartwatch FitPro,Wearables,FitPro,Souq,Kuwait City,14964.99,2,29929.98,2.47,1433,2024-10-28
ORD404095,Smartwatch FitPro,Wearables,FitPro,Souq,Doha,5408.45,2,10816.9,1.7,348,2024-10-28
ORD404733,T-shirt Cotton,Fashion,Generic,Jumia,Abu Dhabi,5972.06,1,5972.06,3.31,1092,2024-10-28
ORD405760,Smartwatch FitPro,Wearables,FitPro,Jumia,Doha,4770.48,4,19081.92,2.7,2140,2024-10-28
ORD406142,iPhone 13,Electronics,Apple,Jumia,Riyadh,14774.24,1,14774.24,4.58,2034,2024-10-28
ORD406221,Nike Air Max,Fashion,Nike,Jumia,Casablanca,8348.95,4,33395.8,1.84,1860,2024-10-28
ORD406441,T-shirt Cotton,Fashion,Generic,Souq,Kuwait City,13648.1,2,27296.2,2.13,1822,2024-10-28
ORD406548,HP Pavilion Laptop,Computers,HP,Souq,Alexandria,20123.65,1,20123.65,1.39,2004,2024-10-28
ORD406641,iPhone 13,Electronics,Apple,Amazon,Abu Dhabi,3909.09,5,19545.45,4.03,3436,2024-10-28
ORD406809,Dell Inspiron 3501,Computers,Dell,Souq,Dubai,3644.84,1,3644.84,4.99,4631,2024-10-28
ORD407593,iPhone 13,Electronics,Apple,Jumia,Casablanca,18405.51,2,36811.02,3.59,2555,2024-10-28
ORD407718,HP Pavilion Laptop,Computers,HP,Jumia,Cairo,149.85,5,749.25,2.73,4992,2024-10-28
ORD408069,Samsung Galaxy A14,Electronics,Samsung,Souq,Marrakech,7180.34,4,28721.36,3.04,4158,2024-10-28
ORD408454,Smartwatch FitPro,Wearables,FitPro,Souq,Cairo,18453.5,3,55360.5,3.27,2007,2024-10-28
ORD409302,Nike Air Max,Fashion,Nike,Souq,Casablanca,19022.83,1,19022.83,3.74,4438,2024-10-28
ORD409735,Nike Air Max,Fashion,Nike,Souq,Alexandria,4126.7,4,16506.8,4.45,783,2024-10-28
ORD411001,Nivea Face Cream 50ml,Beauty,Nivea,Souq,Cairo,230.11,3,690.33,3.05,598,2024-10-28
ORD411821,The Ordinary Serum 30ml,Beauty,The Ordinary,Souq,Abu Dhabi,593.42,5,2967.1,3.79,4346,2024-10-28
ORD400073,Xiaomi Redmi Note 12,Electronics,Xiaomi,Amazon,Dubai,14821.96,4,59287.84,3.51,1908,2024-10-29
ORD400380,Bluetooth Headset,Accessories,JBL,Amazon,Kuwait City,11868.86,4,47475.44,3.25,4088,2024-10-29
ORD400580,Smartwatch FitPro,Wearables,FitPro,Souq,Cairo,19679.76,1,19679.76,3.33,813,2024-10-29
ORD401820,Nike Training Gloves,Sports,Nike,Jumia,Riyadh,429.25,5,2146.25,3.08,377,2024-10-29
ORD402079,Nike Air Max,Fashion,Nike,Amazon,Abu Dhabi,8027.47,3,24082.41,2.5,3943,2024-10-29
ORD403095,Adidas Running Shoes,Fashion,Adidas,Souq,Doha,6708.13,1,6708.13,1.15,4801,2024-10-29
ORD403290,Adidas Running Shoes,Fashion,Adidas,Jumia,Giza,18133.41,2,36266.82,3.67,2648,2024-10-29
ORD403484,HP Pavilion Laptop,Computers,HP,Souq,Riyadh,14078.64,3,42235.92,1.08,392,2024-10-29
ORD403948,Samsung Galaxy A14,Electronics,Samsung,Amazon,Kuwait City,11749.17,3,35247.51,1.55,17,2024-10-29
ORD404731,Nike Air Max,Fashion,Nike,Souq,Cairo,11079.48,5,55397.4,2.07,2439,2024-10-29
ORD404832,Nivea Face Cream 50ml,Beauty,Nivea,Jumia,Kuwait City,436.05,1,436.05,3.38,586,2024-10-29
ORD404966,Smartwatch FitPro,Wearables,FitPro,Souq,Alexandria,15845.5,2,31691.0,1.5,958,2024-10-29
ORD405100,Smartwatch FitPro,Wearables,FitPro,Jumia,Casablanca,14579.66,2,29159.32,1.52,1741,2024-10-29
ORD405489,iPhone 13,Electronics,Apple,Jumia,Alexandria,13479.97,5,67399.85,3.26,4035,2024-10-29
ORD405503,Dell Inspiron 3501,Computers,Dell,Souq,Alexandria,351.53,3,1054.59,4.41,1350,2024-10-29
ORD405811,Samsung Galaxy A14,Electronics,Samsung,Amazon,Riyadh,8261.08,2,16522.16,3.15,1104,2024-10-29
ORD406567,IKEA Table Lamp,Home & Kitchen,IKEA,Souq,Alexandria,561.67,1,561.67,3.48,2043,2024-10-29
ORD407008,T-shirt Cotton,Fashion,Generic,Souq,Alexandria,2213.34,4,8853.36,1.84,1640,2024-10-29
ORD407165,Nike Air Max,Fashion,Nike,Amazon,Alexandria,15328.56,3,45985.68,3.66,4575,2024-10-29
ORD407677,Samsung Galaxy A14,Electronics,Samsung,Jumia,Giza,686.94,2,1373.88,3.02,4433,2024-10-29
ORD407702,Adidas Football,Sports,Adidas,Jumia,Cairo,565.0,3,1695.0,3.45,3400,2024-10-29
ORD408005,Bluetooth Headset,Accessories,JBL,Jumia,Cairo,18661.33,5,93306.65,3.71,1500,2024-10-29
ORD408020,T-shirt Cotton,Fashion,Generic,Souq,Giza,14944.61,5,74723.05,1.97,951,2024-10-29
ORD408029,iPhone 13,Electronics,Apple,Souq,Kuwait City,14043.17,5,70215.85,2.28,3986,2024-10-29
ORD408493,Xiaomi Redmi Note 12,Electronics,Xiaomi,Amazon,Jeddah,12328.0,5,61640.0,3.34,4634,2024-10-29
ORD408827,Bluetooth Headset,Accessories,JBL,Amazon,Giza,18540.01,5,92700.05,1.88,1021,2024-10-29
ORD408923,Nike Air Max,Fashion,Nike,Jumia,Dubai,9713.65,1,9713.65,2.42,100,2024-10-29
ORD409227,T-shirt Cotton,Fashion,Generic,Amazon,Riyadh,18543.67,4,74174.68,1.33,393,2024-10-29
ORD409434,T-shirt Cotton,Fashion,Generic,Souq,Alexandria,12252.02,3,36756.06,3.19,471,2024-10-29
ORD409483,Samsung Galaxy A14,Electronics,Samsung,Souq,Kuwait City,12552.98,5,62764.9,4.74,1141,2024-10-29
ORD410705,Dyson V8 Vacuum Cleaner,Home & Kitchen,Dyson,Amazon,Abu Dhabi,9967.04,2,19934.08,4.24,733,2024-10-29
ORD410960,Nike Air Max,Fashion,Nike,Souq,Jeddah,10379.65,5,51898.25,3.5,2793,2024-10-29
ORD411287,Samsung Galaxy A14,Electronics,Samsung,Jumia,Jeddah,11251.95,4,45007.8,3.91,235,2024-10-29
ORD411288,Nike Air Max,Fashion,Nike,Jumia,Casablanca,7140.46,5,35702.3,4.07,1420,2024-10-29
ORD411783,L'Oréal Shampoo 400ml,Beauty,L'Oréal,Jumia,Jeddah,215.64,1,215.64,2.57,2813,2024-10-29
ORD411880,HP Pavilion Laptop,Computers,HP,Souq,Kuwait City,14480.5,2,28961.0,2.73,1776,2024-10-29
ORD400563,iPhone 13,Electronics,Apple,Amazon,Doha,11466.7,5,57333.5,3.42,383,2024-10-30
ORD400573,iPhone 13,Electronics,Apple,Souq,Dubai,3807.48,3,11422.44,3.34,1530,2024-10-30
ORD400602,Samsung Galaxy A14,Electronics,Samsung,Souq,Jeddah,4256.37,5,21281.85,1.55,388,2024-10-30
ORD401056,Smartwatch FitPro,Wearables,FitPro,Amazon,Doha,6174.08,2,12348.16,3.96,1129,2024-10-30
ORD401064,Adidas Football,Sports,Adidas,Souq,Cairo,705.25,1,705.25,4.76,985,2024-10-30
ORD401517,HP Pavilion Laptop,Computers,HP,Souq,Dubai,8175.13,3,24525.39,4.72,2907,2024-10-30
ORD401791,Xiaomi Redmi Note 12,Electronics,Xiaomi,Souq,Dubai,8904.26,3,26712.78,3.89,4405,2024-10-30
ORD402041,Adidas Running Shoes,Fashion,Adidas,Souq,Giza,5521.17,5,27605.85,1.18,3903,2024-10-30
ORD402199,Nike Air Max,Fashion,Nike,Jumia,Cairo,15705.5,5,78527.5,1.79,2445,2024-10-30
ORD402598,Smartwatch FitPro,Wearables,FitPro,Amazon,Cairo,3129.73,5,15648.65,4.25,3981,2024-10-30
ORD402607,Smartwatch FitPro,Wearables,FitPro,Amazon,Abu Dhabi,13519.96,2,27039.92,4.31,2338,2024-10-30
ORD403076,Bluetooth Headset,Accessories,JBL,Jumia,Casablanca,17204.68,1,17204.68,1.44,1632,2024-10-30
ORD403246,Dell Inspiron 3501,Computers,Dell,Jumia,Abu Dhabi,5791.29,3,17373.87,3.07,4463,2024-10-30
ORD403249,Adidas Football,Sports,Adidas,Jumia,Cairo,838.81,2,1677.62,3.25,2907,2024-10-30
ORD403664,Smartwatch FitPro,Wearables,FitPro,Jumia,Giza,6037.12,5,30185.6,3.05,3867,2024-10-30
ORD403793,Nike Air Max,Fashion,Nike,Amazon,Cairo,4965.07,1,4965.07,3.29,3638,2024-10-30
ORD404025,Bluetooth Headset,Accessories,JBL,Amazon,Casablanca,201.77,2,403.54,3.93,187,2024-10-30
ORD404172,Bluetooth Headset,Accessories,JBL,Jumia,Doha,13941.43,4,55765.72,1.48,3055,2024-10-30
ORD404300,iPhone 13,Electronics,Apple,Amazon,Alexandria,17690.98,4,70763.92,4.68,2160,2024-10-30
ORD405767,T-shirt Cotton,Fashion,Generic,Souq,Giza,16568.1,3,49704.3,2.86,932,2024-10-30
ORD405876,Adidas Running Shoes,Fashion,Adidas,Souq,Abu Dhabi,7652.08,3,22956.24,2.96,4953,2024-10-30
ORD405967,Nike Air Max,Fashion,Nike,Jumia,Dubai,11200.81,3,33602.43,3.74,2801,2024-10-30
